"","Timestamp","Value"
"1",2019-04-08 14:08:00,4480
"2",2019-04-09 12:22:00,5040
"3",2019-04-10 13:24:00,5120
"4",2019-04-11 15:05:00,6830
"5",2019-04-12 08:23:00,7150
"6",2019-04-13 08:31:00,4870
"7",2019-04-14 15:08:00,7440
"8",2019-04-15 11:25:00,3640
"9",2019-04-16 10:17:00,5940
"10",2019-04-17 11:36:00,26500
"11",2019-04-18 06:43:00,6130
"12",2019-04-19 09:50:00,6050
"13",2019-04-20 12:06:00,3450
"14",2019-04-21 08:18:00,4800
"15",2019-04-22 14:21:00,13300
"16",2019-04-23 09:24:00,7800
"17",2019-04-24 17:11:00,17800
"18",2019-04-25 11:13:00,10700
"19",2019-04-26 15:03:00,24900
"20",2019-04-27 11:11:00,9060
"21",2019-04-28 12:34:00,8390
"22",2019-04-29 13:19:00,18500
"23",2019-04-30 11:04:00,8840
"24",2019-05-01 11:22:00,11900
"25",2019-05-02 11:26:00,10800
"26",2019-05-03 09:20:00,11700
"27",2019-05-04 14:59:00,17200
"28",2019-05-05 12:13:00,7270
"29",2019-05-06 09:15:00,7490
"30",2019-05-07 14:12:00,11400
"31",2019-05-08 11:11:00,9330
"32",2019-05-09 12:37:00,11400
"33",2019-05-10 13:21:00,13800
"34",2019-05-11 08:29:00,6130
"35",2019-05-12 13:20:00,8160
"36",2019-05-13 08:31:00,6760
"37",2019-05-14 13:25:00,8130
"38",2019-05-15 15:04:00,5290
"39",2019-05-16 10:23:00,8020
"40",2019-05-17 11:33:00,8820
"41",2019-05-18 08:28:00,9060
"42",2019-05-19 12:06:00,5380
"43",2019-05-20 14:17:00,8390
"44",2019-05-21 10:16:00,6970
"45",2019-05-22 13:29:00,5630
"46",2019-05-23 11:16:00,12500
"47",2019-05-24 14:41:00,10200
"48",2019-05-25 14:04:00,5760
"49",2019-05-26 12:05:00,4500
"50",2019-05-27 13:38:00,8890
"51",2019-05-28 12:08:00,9340
"52",2019-05-29 08:10:00,10500
"53",2019-05-30 14:05:00,12700
"54",2019-05-31 08:36:00,12300
"55",2019-06-01 13:39:00,10400
"56",2019-06-02 12:20:00,9590
"57",2019-06-03 14:16:00,16700
"58",2019-06-04 10:27:00,14200
"59",2019-06-05 07:34:00,24800
"60",2019-06-06 07:17:00,16200
"61",2019-06-07 06:30:00,13100
"62",2019-06-08 14:16:00,12200
"63",2019-06-09 12:16:00,6220
"64",2019-06-10 10:10:00,9340
"65",2019-06-11 14:22:00,13800
"66",2019-06-12 15:06:00,7330
"67",2019-06-13 08:13:00,12900
"68",2019-06-14 12:05:00,10800
"69",2019-06-15 09:01:00,21400
"70",2019-06-16 09:18:00,17800
"71",2019-06-17 10:12:00,8820
"72",2019-06-18 08:39:00,21900
"73",2019-06-19 06:35:00,15000
"74",2019-06-20 14:48:00,24800
"75",2019-06-21 13:36:00,14400
"76",2019-06-22 12:05:00,10800
"77",2019-06-23 06:34:00,10500
"78",2019-06-24 07:38:00,9320
"79",2019-06-24 10:53:00,8570
"80",2019-06-24 12:57:00,8890
"81",2019-06-25 07:47:00,9060
"82",2019-06-25 10:59:00,12200
"83",2019-06-25 13:02:00,15500
"84",2019-06-26 07:20:00,8600
"85",2019-06-27 07:38:00,20500
"86",2019-06-27 11:04:00,17200
"87",2019-06-27 13:18:00,13300
"88",2019-06-28 07:27:00,16600
"89",2019-06-28 11:08:00,6840
"90",2019-06-28 13:15:00,10100
"91",2019-06-29 15:06:00,16600
"92",2019-06-30 07:23:00,13700
"93",2019-07-01 07:42:00,16200
"94",2019-07-01 11:02:00,9590
"95",2019-07-01 13:03:00,15800
"96",2019-07-02 07:22:00,16600
"97",2019-07-02 11:07:00,13500
"98",2019-07-02 13:00:00,14800
"99",2019-07-03 10:18:00,15600
"100",2019-07-04 11:25:00,9320
"101",2019-07-05 07:07:00,9080
"102",2019-07-06 14:06:00,18500
"103",2019-07-07 09:25:00,11000
"104",2019-07-08 07:35:00,21900
"105",2019-07-08 11:03:00,9930
"106",2019-07-08 13:08:00,12200
"107",2019-07-09 14:06:00,43500
"108",2019-07-10 07:33:00,48800
"109",2019-07-10 11:08:00,17800
"110",2019-07-10 12:57:00,24900
"111",2019-07-11 07:32:00,21000
"112",2019-07-11 10:58:00,26000
"113",2019-07-11 12:56:00,27600
"114",2019-07-12 07:29:00,14400
"115",2019-07-12 11:00:00,10800
"116",2019-07-12 13:00:00,22800
"117",2019-07-13 10:21:00,13300
"118",2019-07-14 07:35:00,10500
"119",2019-07-14 11:05:00,6910
"120",2019-07-14 13:04:00,8330
"121",2019-07-15 07:35:00,10200
"122",2019-07-15 11:03:00,9600
"123",2019-07-15 13:00:00,8570
"124",2019-07-16 06:44:00,30800
"125",2019-07-17 07:09:00,15800
"126",2019-07-18 07:29:00,22500
"127",2019-07-18 11:06:00,14200
"128",2019-07-18 13:02:00,17200
"129",2019-07-19 13:15:00,14400
"130",2019-07-20 07:28:00,11800
"131",2019-07-20 11:09:00,9100
"132",2019-07-20 13:05:00,15000
"133",2019-07-21 06:43:00,11100
"134",2019-07-22 07:27:00,9330
"135",2019-07-22 10:57:00,10400
"136",2019-07-22 12:59:00,17200
"137",2019-07-23 07:27:00,11400
"138",2019-07-23 10:55:00,10100
"139",2019-07-23 12:54:00,16700
"140",2019-07-24 08:05:00,36500
"141",2019-07-24 10:54:00,18400
"142",2019-07-24 12:57:00,19400
"143",2019-07-25 07:42:00,13300
"144",2019-07-25 10:51:00,13300
"145",2019-07-25 13:02:00,30800
"146",2019-07-26 09:17:00,17200
"147",2019-07-27 13:18:00,22200
"148",2019-07-28 06:40:00,17900
"149",2019-07-29 07:35:00,7330
"150",2019-07-29 11:03:00,6240
"151",2019-07-29 12:53:00,8600
"152",2019-07-30 07:34:00,12700
"153",2019-07-30 10:55:00,10100
"154",2019-07-30 13:08:00,11100
"155",2019-07-31 07:32:00,10800
"156",2019-07-31 11:00:00,8570
"157",2019-07-31 13:01:00,7980
"158",2019-08-01 07:38:00,10200
"159",2019-08-01 10:59:00,12100
"160",2019-08-01 13:09:00,16600
"161",2019-08-02 13:08:00,8840
"162",2019-08-03 12:58:00,8200
"163",2019-08-04 14:21:00,8010
"164",2019-08-05 10:22:00,5650
"165",2019-08-06 08:39:00,18900
"166",2019-08-07 11:09:00,21400
"167",2019-08-08 23:10:00,41100
"168",2019-08-09 00:14:00,61300
"169",2019-08-10 01:06:00,51700
"170",2019-08-11 11:34:00,6910
"171",2019-08-12 13:12:00,64900
"172",2019-08-13 08:06:00,24900
"173",2019-08-14 08:34:00,22500
"174",2019-08-15 07:20:00,17200
"175",2019-08-16 08:35:00,26100
"176",2019-08-17 15:06:00,30800
"177",2019-08-18 10:19:00,17200
"178",2019-08-19 10:12:00,11800
"179",2019-08-20 09:17:00,21400
"180",2019-08-21 11:12:00,41100
"181",2019-08-22 14:16:00,36500
"182",2019-08-23 07:28:00,27600
"183",2019-08-24 09:10:00,17900
"184",2019-08-25 06:30:00,17200
