"","master.timestamps","file.avg"
"1",1554756840,3492.57222155985
"2",1554833700,3607.38606217773
"3",1554924600,3596.50536036873
"4",1555016400,3538.38940389988
"5",1555078740,3525.38648868188
"6",1555165620,3501.38292896944
"7",1555275840,3417.00430147486
"8",1555350240,3387.31357700429
"9",1555431000,3442.06610146434
"10",1555522020,3381.7578006004
"11",1555591080,3350.32332256535
"12",1555688220,3384.14000080076
"13",1555783320,3428.91589636245
"14",1555855980,3408.95375456893
"15",1555964100,3463.02988845418
"16",1556032800,3530.53595871475
"17",1556147160,3552.01784468872
"18",1556212080,3517.22989875023
"19",1556312280,3849.42106838977
"20",1556384820,3956.60206558692
"21",1556476020,3822.85246799091
"22",1556565120,3788.25134004531
"23",1556643600,3876.29968733825
"24",1556730900,3926.06991332648
"25",1556817540,3845.13528702056
"26",1556896140,3808.02974291157
"27",1557003060,3917.97104114246
"28",1557079680,3942.05427367207
"29",1557155400,3914.70408278432
"30",1557259620,4001.57533489675
"31",1557334920,3895.22492608244
"32",1557426660,3686.57899015826
"33",1557515700,3876.05802020664
"34",1557584520,3873.33445776236
"35",1557688440,3890.89797004682
"36",1557757440,3776.43158227862
"37",1557861420,3783.41784622651
"38",1557954000,4044.55637209706
"39",1558023360,3957.26200000044
"40",1558114020,3922.24617727957
"41",1558189260,3869.59686868338
"42",1558288920,3798.25133402303
"43",1558382880,3686.97744290242
"44",1558454820,3657.83607107217
"45",1558552740,3636.56740887515
"46",1558631400,3572.95279299983
"47",1558730220,3504.82400786327
"48",1558814400,3404.51475705188
"49",1558893600,3247.81598741211
"50",1558985400,3402.90901794906
"51",1559066640,3358.70701719015
"52",1559138580,3510.27705089455
"53",1559246400,3513.75223203294
"54",1559313000,3499.3841000225
"55",1559417640,3482.22784656154
"56",1559499300,3417.51046099978
"57",1559592660,3372.32481141766
"58",1559664720,3409.47724566303
"59",1559741400,3426.41906469967
"60",1559826540,3458.72302807034
"61",1559910300,3471.3996656559
"62",1560024480,3426.81303903107
"63",1560103800,3393.8993593406
"64",1560182640,3395.18309472942
"65",1560283920,3408.4210573417
"66",1560373200,3300.66303254209
"67",1560434940,3268.75214077274
"68",1560535260,3237.09904629861
"69",1560610680,3204.30365847613
"70",1560697980,3142.34679505501
"71",1560787560,3034.01020720855
"72",1560868380,3132.42063718176
"73",1560947400,3192.5680526401
"74",1561063380,3262.40911939284
"75",1561145520,3336.35629206975
"76",1561226400,3401.06690203465
"77",1561293000,3365.91678044547
"78",1561400700,3095.36023171172
"79",1561468020,3246.26271022259
"80",1561554900,3328.84407789807
"81",1561651680,3406.45383577979
"82",1561734840,3451.14243770281
"83",1561842060,3453.38004346933
"84",1561900680,3436.22764803285
"85",1561986600,3479.54704868469
"86",1562080500,3500.32065571417
"87",1562170380,3475.83488122081
"88",1562260620,3486.67221382858
"89",1562331720,3466.5555833873
"90",1562443260,3495.76215526701
"91",1562513520,3573.86124041862
"92",1562591640,3549.10734613046
"93",1562702400,3655.81698848874
"94",1562792400,3804.92287171612
"95",1562878800,3815.79414056315
"96",1562961600,3725.98764406368
"97",1563034500,3641.67050862448
"98",1563138000,3474.14478423223
"99",1563202860,3401.49894541272
"100",1563280740,3324.09386444618
"101",1563368640,3249.20742779907
"102",1563454800,3253.0030425018
"103",1563563340,3307.84961531696
"104",1563632160,3292.59709520237
"105",1563712440,3220.43153300095
"106",1563829560,3167.72435910033
"107",1563885480,3219.58116839043
"108",1563984000,3294.52295406642
"109",1564085100,3356.8030833402
"110",1564153920,3374.45202878669
"111",1564254780,3431.28337916597
"112",1564317300,3420.58594729551
"113",1564405620,3399.31902108167
"114",1564511280,3424.20171114834
"115",1564576680,3394.70065826762
"116",1564672260,3454.94164207541
"117",1564772580,3420.66134296749
"118",1564858380,3420.92743482408
"119",1564949760,3430.60696255442
"120",1565021820,3635.82736842927
"121",1565101980,3909.63330461088
"122",1565197380,3889.41318714703
"123",1565327160,3792.24227684335
"124",1565331000,3790.71689831792
"125",1565420520,3742.02993825036
"126",1565544540,3735.7614679031
"127",1565636880,3709.7303003849
"128",1565704860,3709.81288544372
"129",1565792820,3732.81278022964
"130",1565874900,4124.59317271801
"131",1565965860,4244.61710317919
"132",1566075720,4268.00136605319
"133",1566144840,4282.14316836424
"134",1566230880,4283.56413397826
"135",1566313920,4168.36423688835
"136",1566407280,4264.4338966507
"137",1566504780,4217.88765492613
"138",1566566640,4248.16823216095
"139",1566659160,4173.57573696411
"140",1566735840,4181.437842817
"141",1566851160,4147.49678205422
"142",1566911280,4184.20745481957
"143",1566997740,4120.20446245637
"144",1567094520,4053.16772630543
"145",1567168260,4014.38384338277
"146",1567254360,3959.92798575946
"147",1567353840,3825.92057847964
"148",1567452240,3701.16834753148
"149",1567520040,3571.10604368881
"150",1567625100,3453.86137867218
"151",1567708560,3457.80568771653
"152",1567780800,3461.80723474246
"153",1567872780,3418.11947407815
"154",1567952340,3376.21474451556
"155",1568038260,3358.50649556975
"156",1568122020,3356.62447601932
"157",1568261520,3337.10715841081
"158",1568315580,3326.75585136308
"159",1568362740,3329.4551501112
"160",1568491020,3373.03226993157
"161",1568563800,3357.18022143796
"162",1568639220,3311.88661746605
"163",1568729460,3355.47606840628
"164",1568816340,3430.87550614162
"165",1568895900,3205.25078705809
"166",1568990040,3172.76640497691
"167",1569099480,3255.26372212376
"168",1569168300,3269.2969992936
"169",1569248820,3286.51844275126
"170",1569329400,3369.53717174527
"171",1569421680,3387.72862951066
"172",1569514740,3452.03788748269
"173",1569616200,3511.05003658357
"174",1569697440,3580.63367363614
