"","master.timestamps","file.avg"
"1",1554754680,28.4877617786197
"2",1554834960,28.621687415979
"3",1554925860,28.6159293569583
"4",1555017240,28.6861956881369
"5",1555079580,28.64986192376
"6",1555166400,28.6565327471022
"7",1555276740,28.6480876365434
"8",1555349700,28.6254708309433
"9",1555432500,28.6053805317714
"10",1555523460,28.5577921666182
"11",1555592100,28.5654048389548
"12",1555689540,28.6783318439242
"13",1555784280,28.6972081586038
"14",1555855800,28.6772947124667
"15",1555965120,28.7754327959609
"16",1556033700,28.7619043081366
"17",1556148060,28.7921360555188
"18",1556213100,28.5125747665162
"19",1556313240,28.7667125233587
"20",1556386020,28.5617670585002
"21",1556477340,28.5110405934258
"22",1556566140,28.4532585877672
"23",1556644440,28.4505627162019
"24",1556732100,28.4338956295334
"25",1556818740,28.4442310002778
"26",1556897640,28.4482547059462
"27",1557004440,28.5179409813733
"28",1557080700,28.535690330902
"29",1557156300,28.5429792262684
"30",1557260460,28.4994174438987
"31",1557336120,28.4012123759041
"32",1557427860,28.5451247067037
"33",1557516780,28.5838738906368
"34",1557585480,28.5062967608155
"35",1557689640,28.5081959484104
"36",1557758520,28.3356301923759
"37",1557862800,28.2565201567475
"38",1557954840,28.2455624673709
"39",1558024800,28.189797211479
"40",1558115340,28.1825433414855
"41",1558190460,28.2194238767981
"42",1558289880,28.2436085390531
"43",1558383960,28.2653387804824
"44",1558456200,28.2274802888471
"45",1558553940,28.2336769604467
"46",1558632300,28.1919559836138
"47",1558730940,27.9862024379165
"48",1558815420,21.1950046040023
"49",1558894440,15.1885324963441
"50",1558986660,19.7167553302491
"51",1559067480,21.6962622809278
"52",1559139720,27.2401471943897
"53",1559247360,25.1465857886125
"54",1559313420,27.7913114217058
"55",1559418540,28.1238894538797
"56",1559500320,28.1120046287887
"57",1559593680,27.9845042358262
"58",1559665320,28.0495880385093
"59",1559742600,28.0411273833214
"60",1559827620,28.1079028256848
"61",1560025920,28.1406752719529
"62",1560105000,28.1468546370545
"63",1560183600,28.0778644693006
"64",1560285360,28.0534466642005
"65",1560374400,28.0542797288177
"66",1560435900,28.0680121048039
"67",1560536160,28.0794911292697
"68",1560611460,28.0941635594321
"69",1560698820,28.1254896843349
"70",1560788880,23.8227477842774
"71",1560869400,26.5964501645014
"72",1560948600,27.9251821683111
"73",1561064520,27.9468016441048
"74",1561146780,27.7070894466064
"75",1561227600,28.0806897190278
"76",1561293900,27.8401064210982
"77",1561401120,23.9203821255749
"78",1561468440,24.5432164363508
"79",1561555920,28.2146782569318
"80",1561651980,28.1999843660801
"81",1561735380,27.9772752762443
"82",1561843080,28.1052636550942
"83",1561901640,28.1072140119151
"84",1561987380,28.1402886095813
"85",1562081040,28.1677552941039
"86",1562171340,28.0833037981519
"87",1562262060,28.1058851801318
"88",1562332680,28.1037281695516
"89",1562444160,28.1745816618999
"90",1562512800,28.1718055969277
"91",1562592060,28.1367969578202
"92",1562703300,28.0409490634286
"93",1562792760,28.1779563138009
"94",1562879280,28.1437929219673
"95",1562962080,27.6024737329601
"96",1563035580,27.6459403593296
"97",1563138240,27.6508622487461
"98",1563203520,27.6407767866133
"99",1563281640,27.6476475934487
"100",1563369660,27.1621039508421
"101",1563455160,26.4076101294588
"102",1563564360,27.6185941432854
"103",1563632580,27.5726610707888
"104",1563713760,27.692569703021
"105",1563829980,27.7294739684448
"106",1563885840,27.7550321119402
"107",1563984480,27.2019036140183
"108",1564085460,27.6999015703968
"109",1564154880,28.0217163615257
"110",1564255980,28.0620303643157
"111",1564318560,28.0784176759536
"112",1564405860,28.0668609745851
"113",1564511640,27.9814036514249
"114",1564577040,28.0604837474097
"115",1564672740,28.1100786454578
"116",1564773720,28.160132895095
"117",1564859580,28.1164134722284
"118",1564951200,28.078907955664
"119",1565022720,28.1144388870293
"120",1565103240,28.0801160682346
"121",1565198460,26.5844854224116
"122",1565328120,26.8477326258414
"123",1565331720,26.8562332969019
"124",1565421360,27.994404061849
"125",1565545680,27.715570097476
"126",1565638260,27.5198914460367
"127",1565706480,28.0522410896024
"128",1565794680,28.0005096169637
"129",1565875920,27.9941537409594
"130",1565967180,28.0619714001035
"131",1566076740,27.6097125029024
"132",1566145920,27.4440908459728
"133",1566231840,28.1337690889755
"134",1566315300,28.0499814116859
"135",1566408780,28.0570973901576
"136",1566506040,28.0973837124022
"137",1566568080,28.1394960985929
"138",1566660000,28.1616443487661
"139",1566736860,28.1052481832742
"140",1566852840,28.0652722308154
"141",1566912240,28.1344289368689
"142",1566998820,28.1645180104907
"143",1567096320,28.1204568795428
"144",1567169220,28.1193696207522
"145",1567255200,28.0965678024756
"146",1567354440,26.4305574782708
"147",1567453020,25.0892334642507
"148",1567520940,23.8014876985718
"149",1567625820,24.6689933096545
"150",1567709160,25.454787611383
"151",1567781400,23.5958755414208
"152",1567873380,21.6993073557961
"153",1567953000,22.2361613731392
"154",1568039160,22.3449160528443
"155",1568122620,22.3194995484671
"156",1568261880,22.2674462927888
"157",1568316240,22.2781548564235
"158",1568363400,23.4782446892521
"159",1568491740,25.3078730577519
"160",1568564700,25.2956967585824
"161",1568640120,25.2905557075251
"162",1568730120,25.2557270085353
"163",1568817540,25.2603527118994
"164",1568896680,24.938378019649
"165",1568991000,24.9365783761013
"166",1569100140,27.6289860377786
"167",1569169020,27.6531609299517
"168",1569249420,27.6361477118261
"169",1569330480,27.6851528673134
"170",1569422520,27.817253060447
"171",1569515520,27.68621852078
"172",1569616980,27.5805648037724
"173",1569697920,27.6245647168384
"174",1569791700,27.626227703391
