Trigger Time,NPRI_1_2,NPRI_3_6,NewTSS,\Labworks Data\1920-NPRIC 1-3 Eff|TSS_FC24,\Labworks Data\1910-NPRIC 4-6 Eff|TSS_FC24
5/28/2019 8:00:00 AM,False,True,59,82,59
5/29/2019 8:00:00 AM,True,True,72,74,70
5/30/2019 8:00:00 AM,True,True,66,74,58
5/31/2019 8:00:00 AM,False,True,68,74,68
6/1/2019 8:00:00 AM,False,True,68,74,68
6/2/2019 8:00:00 AM,False,True,65,74,65
6/3/2019 8:00:00 AM,True,True,70.5,66,75
6/4/2019 8:00:00 AM,True,True,69,68,70
6/5/2019 8:00:00 AM,True,True,66.5,68,65
6/6/2019 8:00:00 AM,False,True,57,68,57
6/7/2019 8:00:00 AM,True,True,66,73,59
6/8/2019 8:00:00 AM,True,True,70,73,67
6/9/2019 8:00:00 AM,True,True,73,81,65
6/10/2019 8:00:00 AM,True,True,71,82,60
6/12/2019 8:00:00 AM,False,True,76,82,76
6/13/2019 8:00:00 AM,False,True,64,82,64
6/14/2019 8:00:00 AM,False,True,67,82,67
6/15/2019 8:00:00 AM,False,True,65,82,65
6/16/2019 8:00:00 AM,False,True,75,82,75
6/18/2019 8:00:00 AM,False,True,76,82,76
6/19/2019 8:00:00 AM,False,True,56,82,56
6/20/2019 8:00:00 AM,True,True,74.5,74,75
6/21/2019 8:00:00 AM,True,True,67.5,68,67
6/22/2019 8:00:00 AM,True,True,66,66,66
6/23/2019 8:00:00 AM,True,True,59.5,66,53
6/24/2019 8:00:00 AM,True,True,72,71,73
6/25/2019 8:00:00 AM,True,True,59.5,65,54
6/26/2019 8:00:00 AM,True,True,64,69,59
6/27/2019 8:00:00 AM,True,True,65,69,61
6/28/2019 8:00:00 AM,True,True,61.5,62,61
6/29/2019 8:00:00 AM,True,True,57,62,52
6/30/2019 8:00:00 AM,True,True,61,61,61
7/1/2019 8:00:00 AM,True,True,58,50,66
7/2/2019 8:00:00 AM,True,True,52.5,55,50
7/4/2019 8:00:00 AM,False,True,63,55,63
7/5/2019 8:00:00 AM,True,True,57.5,59,56
7/6/2019 8:00:00 AM,True,True,56,58,54
7/7/2019 8:00:00 AM,True,True,77.5,58,97
7/8/2019 8:00:00 AM,True,True,63,66,60
7/9/2019 8:00:00 AM,True,True,65,66,64
7/10/2019 8:00:00 AM,False,True,76,66,76
7/11/2019 8:00:00 AM,False,True,59,66,59
7/12/2019 8:00:00 AM,False,True,66,66,66
7/13/2019 8:00:00 AM,False,True,52,66,52
7/14/2019 8:00:00 AM,False,True,65,66,65
7/15/2019 8:00:00 AM,False,True,59,66,59
7/16/2019 8:00:00 AM,False,True,70,66,70
7/17/2019 8:00:00 AM,False,True,62,66,62
7/18/2019 8:00:00 AM,True,True,65.5,69,62
7/19/2019 8:00:00 AM,True,True,64.5,69,60
7/20/2019 8:00:00 AM,True,True,54,65,43
7/21/2019 8:00:00 AM,True,True,59.5,63,56
7/22/2019 8:00:00 AM,True,True,74,82,66
7/23/2019 8:00:00 AM,True,True,65,68,62
