"","master.timestamps","file.avg.24"
"1",1561383720,2849.74529935798
"2",1561383960,2850.39699892217
"3",1561384140,2849.99769760997
"4",1561384440,2850.50002510679
"5",1561395420,2841.24933063982
"6",1561395720,2840.88479861593
"7",1561395960,2840.73961103943
"8",1561396320,2840.18151964356
"9",1561402920,2830.70845353641
"10",1561403100,2830.90923802901
"11",1561403400,2831.25365291395
"12",1561403700,2830.43541096454
"13",1561470960,2826.67596928876
"14",1561471440,2826.67684876168
"15",1561471800,2825.92851296678
"16",1561472280,2826.11546634007
"17",1561482240,2826.19649370565
"18",1561482600,2825.93548773029
"19",1561482960,2826.19523861613
"20",1561483380,2826.56449428304
"21",1561489740,2827.91286787989
"22",1561490340,2828.26217415919
"23",1561490700,2827.90490732637
"24",1561491180,2827.92238272333
"25",1561643040,2843.00039484215
"26",1561643460,2843.4680376021
"27",1561643820,2844.17607794751
"28",1561644300,2843.20826045587
"29",1561655340,2879.88261049603
"30",1561655640,2881.6859368224
"31",1561656000,2882.24331195428
"32",1561656360,2884.15849525591
"33",1561663320,2905.70047235521
"34",1561663680,2906.98825478845
"35",1561663920,2907.60117220937
"36",1561664280,2908.85807182129
"37",1561728960,3124.20519749555
"38",1561729620,3126.34155859153
"39",1561730160,3128.50269340402
"40",1561730700,3130.5949134132
"41",1561742280,3139.2962726222
"42",1561743120,3138.90512790977
"43",1561743600,3138.88598508519
"44",1561744260,3138.99976553413
"45",1561749780,3141.23014200855
"46",1561750500,3141.55573692367
"47",1561750980,3140.73429555585
"48",1561751520,3141.83184846394
"49",1561988760,3081.75774553161
"50",1561988940,3081.30754725458
"51",1561989180,3080.7001957872
"52",1561989420,3081.66074725579
"53",1562001240,3070.70941172306
"54",1562001600,3070.54115094064
"55",1562001960,3069.77866416557
"56",1562002320,3068.99356369775
"57",1562008200,3063.1805921443
"58",1562008560,3062.66251045867
"59",1562008980,3063.51051335779
"60",1562009460,3063.09514786515
"61",1562074560,3045.3249826369
"62",1562075100,3045.2985278914
"63",1562075460,3045.85632205706
"64",1562075820,3044.75771036761
"65",1562087460,3046.80800859752
"66",1562087940,3046.79916911928
"67",1562088300,3046.42879941375
"68",1562088720,3046.25383352129
"69",1562094180,3051.75066192567
"70",1562094600,3051.68937021632
"71",1562094960,3051.5292681696
"72",1562095320,3052.34168055399
"73",1562593020,3059.32315235097
"74",1562593440,3059.35142983081
"75",1562593800,3060.0534207349
"76",1562594160,3059.0913500694
"77",1562605560,3050.9149143864
"78",1562606040,3050.05448493148
"79",1562606400,3049.19769247823
"80",1562606820,3048.24506364204
"81",1562613000,3042.29892488018
"82",1562613480,3041.85852176039
"83",1562613780,3042.30200378933
"84",1562614200,3041.92410223766
"85",1562765820,3193.06309723131
"86",1562766120,3194.52363764192
"87",1562766360,3193.97663766625
"88",1562766660,3195.4266458461
