"","master.timestamps","file.avg.24"
"1",1561383720,1646.46538735668
"2",1561383960,1646.4047801099
"3",1561384140,1646.6009244865
"4",1561384440,1646.56343998925
"5",1561395420,1647.07109131131
"6",1561395720,1647.12337028684
"7",1561395960,1647.08167218838
"8",1561396320,1647.14411571703
"9",1561402920,1647.02962238657
"10",1561403100,1647.04705504278
"11",1561403400,1647.1011026559
"12",1561403700,1647.14698885761
"13",1561470960,1610.35229547997
"14",1561471440,1610.20577712648
"15",1561471800,1610.17387150119
"16",1561472280,1610.15881104009
"17",1561482240,1607.86987362095
"18",1561482600,1607.79756025692
"19",1561482960,1607.777632305
"20",1561483380,1607.72156959124
"21",1561489740,1607.58535730376
"22",1561490340,1607.71558680948
"23",1561490700,1607.75003834592
"24",1561491180,1607.80873338066
"25",1561643040,1589.40913977179
"26",1561643460,1589.70824617554
"27",1561643820,1589.7771840364
"28",1561644300,1589.95751670678
"29",1561655340,1620.58447
"30",1561655640,1563.69304792292
"31",1561656000,1563.93748699212
"32",1561656360,1642.86255
"33",1561663320,1563.5312305325
"34",1561663680,1563.88882191463
"35",1561663920,1563.69629514413
"36",1561664280,1563.831166787
"37",1561728960,1616.79437522465
"38",1561729620,1617.32702661845
"39",1561730160,1617.03361245141
"40",1561730700,1616.86727880754
"41",1561742280,1644.54532668176
"42",1561743120,1644.99878
"43",1561743600,1644.99878
"44",1561744260,1646.90613
"45",1561749780,1644.82155815921
"46",1561750500,1646.90613
"47",1561750980,1644.81566326529
"48",1561751520,1644.94115349386
"49",1561988760,1587.56172781138
"50",1561988940,1591.02254914015
"51",1561989180,1595.59269858601
"52",1561989420,1600.16323696143
"53",1562001240,1639.93311276594
"54",1562001600,1640.03280677191
"55",1562001960,1640.14791189617
"56",1562002320,1640.14355073621
"57",1562008200,1622.33923
"58",1562008560,1640.75482523193
"59",1562008980,1616.92236
"60",1562009460,1663.76746
"61",1562074560,1626.46816146323
"62",1562075100,1626.44853930171
"63",1562075460,1626.4396486457
"64",1562075820,1626.44494706871
"65",1562087460,1626.60845626646
"66",1562087940,1626.72165138216
"67",1562088300,1626.70138614188
"68",1562088720,1626.66531389109
"69",1562094180,1627.59057242832
"70",1562094600,1620.58447
"71",1562094960,1627.58400362852
"72",1562095320,1622.33923
"73",1562593020,1638.11517472827
"74",1562593440,1638.03495972475
"75",1562593800,1637.98314527066
"76",1562594160,1637.88485886543
"77",1562605560,1636.63619434001
"78",1562606040,1636.82385049504
"79",1562606400,1636.81905328499
"80",1562606820,1636.91831342478
"81",1562613000,1636.64148210841
"82",1562613480,1636.63294671051
"83",1562613780,1673.07556
"84",1562614200,1636.2693544397
"85",1562765820,1646.09832596525
"86",1562766120,1646.18120190181
"87",1562766360,1646.20553635195
"88",1562766660,1646.24336841963
"89",1562778780,1646.12180128206
"90",1562779020,1646.04935429809
"91",1562779260,1645.88947293703
"92",1562779500,1645.7744796363
"93",1562785320,1645.49373005422
"94",1562785620,1645.58446997236
"95",1562785860,1645.54389646758
"96",1562786220,1645.29921397444
"97",1562852220,1611.76320095531
"98",1562852640,1611.70431370203
"99",1562852940,1611.76900794868
"100",1562853240,1611.66797545874
"101",1562864520,1610.96430464288
"102",1562864940,1610.95869993434
"103",1562865240,1611.14319790859
"104",1562865540,1611.24957812599
"105",1562871540,1612.84886129818
"106",1562872080,1612.94168391575
"107",1562872380,1613.21752930711
"108",1562872740,1613.26588854487
"109",1562938260,1635.78562265368
"110",1562938620,1635.7942484812
"111",1562938860,1635.80435342618
"112",1562939160,1635.87171448168
"113",1562950920,1635.93462570258
"114",1562951280,1635.90190067273
"115",1562951580,1635.97919595736
"116",1562951940,1635.85046853476
"117",1562958240,1633.81025188049
"118",1562958600,1633.64895624699
"119",1562958900,1633.5289778222
"120",1562959140,1633.43134714573
"121",1563111420,1642.41190886503
"122",1563112200,1642.36260284766
"123",1563112500,1642.31479933228
"124",1563112800,1642.32127066209
"125",1563123960,1642.76318498653
"126",1563124380,1642.83736540416
"127",1563124680,1642.80658847005
"128",1563125040,1642.82872551602
"129",1563131160,1643.10950355884
"130",1563131580,1643.16579012474
"131",1563131820,1643.1255057839
"132",1563132240,1643.05969671599
"133",1563198180,1608.98191956914
"134",1563198600,1609.05440401345
