"","","file.avg"
"1","2018-01-23 13:22:00","8700"
"2","2018-01-24 10:52:00","6102.08333333333"
"3","2018-01-25 09:09:00","8399.72222222222"
"4","2018-01-26 12:37:00","7700"
"5","2018-01-29 13:07:00","10700"
"6","2018-01-30 12:45:00","10109.1666666667"
"7","2018-01-31 08:17:00","13355.5555555556"
"8","2018-02-01 10:26:00","16100"
"9","2018-02-02 13:05:00","26000"
"10","2018-02-05 10:26:00","12800"
"11","2018-02-06 11:30:00","8010"
"12","2018-02-08 12:25:00","12400"
"13","2018-02-09 14:14:00","16600"
"14","2018-02-13 10:40:00","10400"
"15","2018-02-15 11:37:00","8390"
"16","2018-02-16 13:18:00","9900"
"17","2018-02-20 12:22:00","6570"
"18","2018-02-22 11:31:00","14200"
"19","2018-02-23 12:28:00","12000"
"20","2018-02-27 13:53:00","15000"
"21","2018-02-28 08:26:00","9666.875"
"22","2018-03-01 10:44:00","8600"
"23","2018-03-06 14:06:00","21000"
"24","2018-03-08 14:44:00","15500"
"25","2018-03-09 08:41:00","9845.75"
"26","2018-03-12 11:40:00","9840"
"27","2018-03-13 13:54:00","23800"
"28","2018-03-15 14:37:00","38700"
"29","2018-03-18 14:25:00","51700"
"30","2018-03-19 12:35:00","65461.8055555556"
"31","2018-03-19 15:01:00","74143.3333333333"
"32","2018-03-20 11:31:00","119755.833333333"
"33","2018-03-21 10:36:00","74506.5972222222"
"34","2018-03-22 11:56:00","57900"
"35","2018-03-23 12:31:00","38700"
"36","2018-03-24 09:57:00","34949.1666666667"
"37","2018-03-25 11:14:00","24800"
"38","2018-03-26 11:13:00","22801.3888888889"
"39","2018-03-27 11:43:00","21000"
"40","2018-03-28 11:33:00","15538.1944444444"
"41","2018-03-29 12:10:00","9880"
"42","2018-03-30 10:20:00","5335.83333333333"
"43","2018-03-31 09:31:00","4023.00694444444"
"44","2018-04-01 09:35:00","3680"
"45","2018-04-02 12:12:00","3590"
"46","2018-04-03 11:29:00","2018.375"
"47","2018-04-04 11:12:00","2424.56944444444"
"48","2018-04-05 13:57:00","3990"
"49","2018-04-06 10:22:00","2518.29861111111"
"50","2018-04-07 09:21:00","7182.26388888889"
"51","2018-04-08 11:27:00","2160"
"52","2018-04-09 13:46:00","2950"
"53","2018-04-10 10:09:00","1998.77777777778"
"54","2018-04-11 10:46:00","1870"
"55","2018-04-12 10:49:00","6130"
"56","2018-04-13 11:19:00","7890"
"57","2018-04-14 10:13:00","9512.08333333333"
"58","2018-04-15 10:23:00","6160"
"59","2018-04-16 13:51:00","7170"
"60","2018-04-17 11:41:00","4540.90277777778"
"61","2018-04-18 10:50:00","4935.91666666667"
"62","2018-04-19 11:54:00","3450"
"63","2018-04-20 11:22:00","5581.55555555556"
"64","2018-04-21 11:51:00","3500"
"65","2018-04-22 09:53:00","2113.73611111111"
"66","2018-04-23 12:00:00","3450"
"67","2018-04-24 11:48:00","2954.16666666667"
"68","2018-04-25 10:44:00","6093.77777777778"
"69","2018-04-26 10:18:00","3549.47222222222"
"70","2018-04-27 12:33:00","3840"
"71","2018-04-28 10:46:00","4645.35416666667"
"72","2018-04-29 09:50:00","2547.5"
"73","2018-04-30 13:47:00","3790"
"74","2018-05-01 10:40:00","4329.48611111111"
"75","2018-05-02 09:47:00","3716.5"
"76","2018-05-03 10:40:00","4220"
"77","2018-05-04 10:52:00","5120"
"78","2018-05-05 10:56:00","4310"
"79","2018-05-06 09:44:00","2704.5"
"80","2018-05-07 10:49:00","3410"
"81","2018-05-08 11:38:00","4880"
"82","2018-05-09 10:36:00","4028.31944444444"
"83","2018-05-10 00:01:00","5007.43055555556"
"84","2018-05-11 10:17:00","5480"
"85","2018-05-12 10:38:00","5380"
"86","2018-05-13 10:37:00","6499.22222222222"
"87","2018-05-14 10:23:00","4281.77777777778"
"88","2018-05-15 09:57:00","4260"
"89","2018-05-16 13:02:00","10500"
"90","2018-05-17 09:52:00","9241.31944444445"
