"","","file.avg"
"1","2018-01-23 13:22:00",NA
"2","2018-01-24 10:52:00","184"
"3","2018-01-25 09:09:00","184"
"4","2018-01-26 12:37:00","195"
"5","2018-01-29 13:07:00","220"
"6","2018-01-30 12:45:00",NA
"7","2018-01-31 08:17:00",NA
"8","2018-02-01 10:26:00",NA
"9","2018-02-02 13:05:00","174"
"10","2018-02-05 10:26:00","207"
"11","2018-02-06 11:30:00",NA
"12","2018-02-08 12:25:00",NA
"13","2018-02-09 14:14:00","205"
"14","2018-02-13 10:40:00",NA
"15","2018-02-15 11:37:00",NA
"16","2018-02-16 13:18:00","168"
"17","2018-02-20 12:22:00",NA
"18","2018-02-22 11:31:00",NA
"19","2018-02-23 12:28:00","193"
"20","2018-02-27 13:53:00",NA
"21","2018-02-28 08:26:00",NA
"22","2018-03-01 10:44:00",NA
"23","2018-03-06 14:06:00",NA
"24","2018-03-08 14:44:00",NA
"25","2018-03-09 08:41:00",NA
"26","2018-03-12 11:40:00","127"
"27","2018-03-13 13:54:00",NA
"28","2018-03-15 14:37:00",NA
"29","2018-03-18 14:25:00",NA
"30","2018-03-19 12:35:00","129"
"31","2018-03-19 15:01:00","129"
"32","2018-03-20 11:31:00",NA
"33","2018-03-21 10:36:00","129"
"34","2018-03-22 11:56:00",NA
"35","2018-03-23 12:31:00","110"
"36","2018-03-24 09:57:00","110"
"37","2018-03-25 11:14:00",NA
"38","2018-03-26 11:13:00","125"
"39","2018-03-27 11:43:00",NA
"40","2018-03-28 11:33:00","119"
"41","2018-03-29 12:10:00",NA
"42","2018-03-30 10:20:00","124"
"43","2018-03-31 09:31:00","124"
"44","2018-04-01 09:35:00",NA
"45","2018-04-02 12:12:00","97"
"46","2018-04-03 11:29:00",NA
"47","2018-04-04 11:12:00","119"
"48","2018-04-05 13:57:00",NA
"49","2018-04-06 10:22:00","106"
"50","2018-04-07 09:21:00","106"
"51","2018-04-08 11:27:00",NA
"52","2018-04-09 13:46:00","110"
"53","2018-04-10 10:09:00",NA
"54","2018-04-11 10:46:00","106"
"55","2018-04-12 10:49:00",NA
"56","2018-04-13 11:19:00","94"
"57","2018-04-14 10:13:00",NA
"58","2018-04-15 10:23:00",NA
"59","2018-04-16 13:51:00","111"
"60","2018-04-17 11:41:00",NA
"61","2018-04-18 10:50:00","113"
"62","2018-04-19 11:54:00",NA
"63","2018-04-20 11:22:00","99"
"64","2018-04-21 11:51:00",NA
"65","2018-04-22 09:53:00",NA
"66","2018-04-23 12:00:00","93"
"67","2018-04-24 11:48:00",NA
"68","2018-04-25 10:44:00","91"
"69","2018-04-26 10:18:00",NA
"70","2018-04-27 12:33:00","95"
"71","2018-04-28 10:46:00","95"
"72","2018-04-29 09:50:00",NA
"73","2018-04-30 13:47:00","104"
"74","2018-05-01 10:40:00",NA
"75","2018-05-02 09:47:00","81"
"76","2018-05-03 10:40:00",NA
"77","2018-05-04 10:52:00","91"
"78","2018-05-05 10:56:00",NA
"79","2018-05-06 09:44:00",NA
"80","2018-05-07 10:49:00","95"
"81","2018-05-08 11:38:00",NA
"82","2018-05-09 10:36:00","103"
"83","2018-05-10 00:01:00","103"
"84","2018-05-11 10:17:00","94"
"85","2018-05-12 10:38:00",NA
"86","2018-05-13 10:37:00",NA
"87","2018-05-14 10:23:00","102"
"88","2018-05-15 09:57:00",NA
"89","2018-05-16 13:02:00","95"
"90","2018-05-17 09:52:00","95"
"91","2018-05-18 12:05:00","103"
"92","2018-05-19 10:00:00","103"
"93","2018-05-20 09:10:00",NA
"94","2018-05-21 10:23:00","108"
"95","2018-05-22 11:26:00",NA
"96","2018-05-23 11:43:00",NA
"97","2018-05-24 11:15:00",NA
"98","2018-05-25 11:37:00","115"
"99","2018-05-26 09:16:00","115"
"100","2018-05-27 09:59:00",NA
"101","2018-05-28 09:57:00",NA
"102","2018-05-29 11:37:00",NA
"103","2018-05-30 12:00:00","121"
"104","2018-05-31 11:12:00",NA
"105","2018-06-01 11:16:00","146"
"106","2018-06-02 11:47:00",NA
"107","2018-06-03 10:02:00",NA
"108","2018-06-04 10:36:00","122"
"109","2018-06-05 10:39:00",NA
