"","","file.avg"
"1","2018-01-23 13:22:00","3"
"2","2018-01-24 10:52:00","3"
"3","2018-01-25 09:09:00","3"
"4","2018-01-26 12:37:00","3"
"5","2018-01-29 13:07:00","3"
"6","2018-01-30 12:45:00","3"
"7","2018-01-31 08:17:00","3"
"8","2018-02-01 10:26:00","3"
"9","2018-02-02 13:05:00","3"
"10","2018-02-05 10:26:00","3"
"11","2018-02-06 11:30:00","3"
"12","2018-02-08 12:25:00","3"
"13","2018-02-09 14:14:00","3"
"14","2018-02-13 10:40:00","3"
"15","2018-02-15 11:37:00","3"
"16","2018-02-16 13:18:00","3"
"17","2018-02-20 12:22:00","3"
"18","2018-02-22 11:31:00","3"
"19","2018-02-23 12:28:00","3"
"20","2018-02-27 13:53:00","3"
"21","2018-02-28 08:26:00","3"
"22","2018-03-01 10:44:00","3"
"23","2018-03-06 14:06:00","3"
"24","2018-03-08 14:44:00","3"
"25","2018-03-09 08:41:00","3"
"26","2018-03-12 11:40:00","3"
"27","2018-03-13 13:54:00","3"
"28","2018-03-15 14:37:00","3"
"29","2018-03-18 14:25:00","3"
"30","2018-03-19 12:35:00","3"
"31","2018-03-19 15:01:00","3"
"32","2018-03-20 11:31:00","3"
"33","2018-03-21 10:36:00","3"
"34","2018-03-22 11:56:00","3"
"35","2018-03-23 12:31:00","3"
"36","2018-03-24 09:57:00","3"
"37","2018-03-25 11:14:00","3"
"38","2018-03-26 11:13:00","3"
"39","2018-03-27 11:43:00","3"
"40","2018-03-28 11:33:00","3"
"41","2018-03-29 12:10:00","3"
"42","2018-03-30 10:20:00","3"
"43","2018-03-31 09:31:00","3"
"44","2018-04-01 09:35:00","3"
"45","2018-04-02 12:12:00","3"
"46","2018-04-03 11:29:00","3"
"47","2018-04-04 11:12:00","3"
"48","2018-04-05 13:57:00","3"
"49","2018-04-06 10:22:00","3"
"50","2018-04-07 09:21:00","3"
"51","2018-04-08 11:27:00","3"
"52","2018-04-09 13:46:00","3"
"53","2018-04-10 10:09:00","3"
"54","2018-04-11 10:46:00","3"
"55","2018-04-12 10:49:00","3"
"56","2018-04-13 11:19:00","3"
"57","2018-04-14 10:13:00","3"
"58","2018-04-15 10:23:00","3"
"59","2018-04-16 13:51:00","3"
"60","2018-04-17 11:41:00","3"
"61","2018-04-18 10:50:00","3"
"62","2018-04-19 11:54:00","3"
"63","2018-04-20 11:22:00","3"
"64","2018-04-21 11:51:00","3"
"65","2018-04-22 09:53:00","3"
"66","2018-04-23 12:00:00","3"
"67","2018-04-24 11:48:00","3"
"68","2018-04-25 10:44:00","3"
"69","2018-04-26 10:18:00","3"
"70","2018-04-27 12:33:00","3"
"71","2018-04-28 10:46:00","3"
"72","2018-04-29 09:50:00","3"
"73","2018-04-30 13:47:00","3"
"74","2018-05-01 10:40:00","3"
"75","2018-05-02 09:47:00","3"
"76","2018-05-03 10:40:00","3"
"77","2018-05-04 10:52:00","3"
"78","2018-05-05 10:56:00","3"
"79","2018-05-06 09:44:00","3"
"80","2018-05-07 10:49:00","3"
"81","2018-05-08 11:38:00","3"
"82","2018-05-09 10:36:00","3"
"83","2018-05-10 00:01:00","3"
"84","2018-05-11 10:17:00","3"
"85","2018-05-12 10:38:00","3"
"86","2018-05-13 10:37:00","3"
"87","2018-05-14 10:23:00","3"
"88","2018-05-15 09:57:00","3"
