"","Timestamp","Value"
"1",2019-04-08 14:17:00,49
"2",2019-04-09 12:34:00,34
"3",2019-04-10 13:48:00,137
"4",2019-04-11 15:13:00,113
"5",2019-04-12 08:32:00,43
"6",2019-04-13 08:38:00,54
"7",2019-04-14 15:18:00,88
"8",2019-04-15 11:34:00,53
"9",2019-04-16 10:33:00,101
"10",2019-04-17 11:48:00,231
"11",2019-04-18 06:53:00,51
"12",2019-04-19 09:57:00,63
"13",2019-04-20 12:16:00,50
"14",2019-04-21 08:08:00,30
"15",2019-04-22 14:30:00,78
"16",2019-04-23 09:34:00,102
"17",2019-04-24 17:19:00,88
"18",2019-04-25 11:23:00,93
"19",2019-04-26 15:12:00,137
"20",2019-04-27 11:25:00,125
"21",2019-04-28 12:47:00,61
"22",2019-04-29 13:27:00,184
"23",2019-04-30 11:12:00,185
"24",2019-05-01 11:33:00,108
"25",2019-05-02 11:37:00,105
"26",2019-05-03 09:32:00,91
"27",2019-05-04 15:10:00,118
"28",2019-05-05 12:23:00,125
"29",2019-05-06 09:23:00,62
"30",2019-05-07 14:20:00,120
"31",2019-05-08 11:20:00,70
"32",2019-05-09 12:49:00,82
"33",2019-05-10 13:31:00,86
"34",2019-05-11 08:37:00,34
"35",2019-05-12 13:36:00,50
"36",2019-05-13 08:40:00,40
"37",2019-05-14 13:37:00,42
"38",2019-05-15 15:13:00,75
"39",2019-05-16 10:36:00,75
"40",2019-05-17 11:46:00,70
"41",2019-05-18 08:39:00,68
"42",2019-05-19 12:16:00,44
"43",2019-05-20 14:24:00,84
"44",2019-05-21 10:27:00,59
"45",2019-05-22 13:37:00,96
"46",2019-05-23 11:24:00,98
"47",2019-05-24 14:48:00,82
"48",2019-05-25 14:15:00,77
"49",2019-05-26 12:12:00,62
"50",2019-05-27 13:50:00,45
"51",2019-05-28 12:16:00,123
"52",2019-05-29 08:20:00,102
"53",2019-05-30 14:15:00,153
"54",2019-05-31 08:37:00,75
"55",2019-06-01 13:47:00,94
"56",2019-06-02 12:30:00,66
"57",2019-06-03 14:26:00,150
"58",2019-06-04 10:20:00,64
"59",2019-06-05 07:48:00,81
"60",2019-06-06 07:28:00,72
